Name,Lat,Long,Depth
tywrmf,-12.720407,45.557056,36.932617
tyxbdh,-12.753098,45.433563,35.693848
tyxglh,-12.818037,45.67935,31.862305
tyxnoo,-12.776338,45.386009,30.623535
tyxpgf,-12.885931,45.420377,20.48291
tyxqza,-12.799267,45.622843,37.249512
tyyefk,-12.762873,45.365157,29.471191
tyyrzi,-12.745293,45.41414,39.150879
tyysxv,-12.798271,45.401088,28.26123
tyyxgx,-12.744319,45.276654,37.998535
tyzcxg,-12.77696,45.574268,37.047852
tyzdtx,-12.79196,45.332522,20.7854
tyznnt,-12.761101,45.362641,32.438477
tyzonm,-12.782763,45.424154,32.294434
tyzszd,-12.746753,45.259012,37.393555
tyztsn,-12.759672,45.354005,34.282227
tyzvip,-12.784837,45.396792,27.05127
tzafhe,-12.795138,45.428813,34.512695
tzajeg,-12.782723,45.400396,29.471191
tzanyo,-12.762989,45.432106,37.47998
tzasyd,-12.794016,45.392456,24.861816
tzbbne,-12.845696,45.263099,22.413086
tzbiqe,-12.822233,45.365042,36.558105
tzbqig,-12.815587,45.402137,23.623047
tzbrwh,-12.744591,45.417021,25.322754
tzbuyq,-12.810569,45.362544,38.200195
tzbvlu,-12.765168,45.277686,37.508789
tzbwis,-12.813123,45.407541,23.824707
tzcbcw,-12.799733,45.429885,42.492676
tzcgjq,-12.80388,45.646239,36.932617
tzckow,-12.738403,45.319496,36.817383
tzcnrb,-12.769664,45.408698,26.676758
tzcqxo,-12.772144,45.412653,29.471191
tzcrpk,-12.787645,45.218597,36.586914
tzcuna,-12.783858,45.44611,43.84668
tzcvhq,-12.802173,45.410081,33.936523
tzcwox,-12.798273,45.401808,26.993652
tzczkv,-12.798251,45.389568,29.010254
tzdege,-12.837839,45.397416,32.352051
tzdhjg,-12.810262,45.388106,30.450684
tzdopd,-12.748818,45.409095,38.632324
tzdwbx,-12.767548,45.410862,27.310547
tzdzww,-12.829313,45.372229,35.117676
tzebqq,-12.855806,45.629273,8.383301
tzebyh,-12.780633,45.417678,24.055176
tzeptw,-12.722694,45.422817,39.727051
tzfhmt,-12.781004,45.428836,33.129883
tzflaq,-12.814709,45.312134,40.504883
tzfpls,-12.75701,45.263667,34.771973
tzfuyk,-12.837861,45.410378,34.195801
tzgdjq,-12.870415,45.439129,28.549316
tzgist,-12.817932,45.333368,39.842285
tzgiys,-12.855932,45.441673,37.163086
tzgntw,-12.770435,45.448292,14.865234
tzgtcj,-12.798319,45.429887,33.158691
tzgutf,-12.822275,45.676466,35.088867
tzhipw,-12.821111,45.333002,29.384766
tzhjay,-12.808279,45.473071,42.146973
tzhlxh,-12.83873,45.309202,32.899414
tzhwhk,-12.847731,45.396678,39.727051
tziiux,-12.807071,45.381992,39.064453
tzijts,-12.847518,45.287939,39.208496
tzilqt,-12.806199,45.297752,41.541992
tzimja,-12.816024,45.453619,31.430176
tzinji,-12.664316,45.652469,23.075684
tziqnr,-12.799292,45.653083,34.253418
tzizbw,-12.776324,45.37809,32.640137
tzjcdd,-12.764686,45.39071,27.771484
tzjcqc,-12.837039,45.347011,29.125488
tzjgxm,-12.755768,45.345015,33.619629
tzjshm,-12.798287,45.410448,43.184082
tzjvqx,-12.804926,45.368315,31.631836
tzkcvg,-12.778144,45.408683,35.549805
tzkefv,-12.768179,45.368386,36.47168
tzkgbe,-12.830201,45.286178,32.323242
tzkole,-12.786989,45.415507,32.063965
tzkpmr,-12.827932,45.682223,35.204102
tzlagc,-12.782382,45.407236,22.52832
tzlcqv,-12.823278,45.356759,30.018555
tzmein,-12.843327,45.310992,38.978027
tzmqju,-12.862175,45.63935,10.227051
tzmywu,-12.827189,45.370073,43.01123
tznfjk,-12.734175,45.325264,41.541992
tznhda,-12.793968,45.624648,39.12207
tzniwv,-12.79963,45.634723,37.624023
tznmjw,-12.786285,45.416948,32.58252
tznnnf,-12.794758,45.412614,39.611816
tzntdy,-12.766594,45.283441,38.200195
tznyxr,-12.815208,45.676471,28.635742
tzoaaa,-12.768821,45.33455,36.644531
tzodfk,-12.798122,45.321889,36.730957
tzohuv,-12.800704,45.378404,36.010742
tzokoi,-12.77454,45.630785,36.154785
tzomtx,-12.777947,45.305014,34.858398
tzopcm,-12.801826,45.413321,27.915527
tzoqtf,-12.798582,45.649483,35.405762
tzorsg,-12.824643,45.332274,37.624023
tzouea,-12.817713,45.405733,37.047852
tzpala,-12.778548,45.43928,32.697754
tzpazt,-12.815497,45.353174,35.837891
tzpixj,-12.837788,45.631809,32.323242
tzppoh,-12.797778,45.32657,37.508789
tzpybr,-12.739241,45.387877,38.603516
tzpzku,-12.76367,45.416268,37.307129
tzqkdk,-12.799687,45.402525,36.961426
tzqsef,-12.801931,45.284801,31.170898
tzqunn,-12.755508,45.395766,31.401367
tzqwqi,-12.783845,45.437471,32.323242
tzqzqf,-12.82164,45.429848,34.138184
tzrfyw,-12.826747,45.324349,35.607422
tzrluk,-12.81649,45.31897,39.208496
tzrprk,-12.801808,45.403241,30.623535
tzrqya,-12.771282,45.328425,38.862793
tzrrro,-12.837355,45.327927,42.579102
tzrsuh,-12.820877,45.396727,38.689941
tzryvs,-12.803954,45.418358,32.409668
tzsidg,-12.753784,45.420604,36.039551
tzspkc,-12.777772,45.397525,31.891113
tzstup,-12.818033,45.673589,34.166992
tztcbs,-12.80203,45.332321,35.895508
tztmpd,-12.75238,45.426365,24.055176
tztoms,-12.80885,45.388828,32.121582
tztsjn,-12.824014,45.638662,18.754395
tztxui,-12.796122,45.384532,36.846191
tztyrc,-12.76854,45.372345,32.294434
tzucwc,-12.755102,45.366612,25.092285
tzugme,-12.854777,45.669242,24.487305
tzuuuf,-12.789995,45.321547,40.447266
tzwadv,-12.77244,45.379897,35.665039
tzwgsw,-12.774274,45.418409,35.578613
tzwhcj,-12.830076,45.403911,24.458496
tzwvss,-12.816624,45.679351,29.211914
tzxjll,-12.834584,45.356737,44.883789
tzxtpv,-12.745267,45.399023,23.824707
tzyedc,-12.793397,45.445015,37.422363
tzzgnf,-12.816431,45.290889,40.821777
tzzoxr,-12.791239,45.42126,23.594238
uaaypy,-12.823703,45.396002,29.816895
uabccp,-12.780801,45.317966,35.780273
uacafb,-12.747142,45.466325,31.055664
uacivy,-12.827586,45.394194,28.866211
uacpjf,-12.745271,45.401183,33.043457
uacrmr,-12.75942,45.410516,30.335449
uacrwd,-12.767886,45.401862,32.236816
uadauc,-12.808921,45.430589,26.993652
uadnwh,-12.770865,45.29783,33.360352
uadwhb,-12.827647,45.430198,17.803711
uaebet,-12.781049,45.457634,32.899414
uaenvl,-12.803982,45.435638,29.644043
uaeqbc,-12.784873,45.417671,30.508301
uaesat,-12.706131,45.450554,34.858398
uaesuh,-12.805649,45.650198,32.467285
uafhxd,-12.765992,45.560962,37.883301
uafndb,-12.823052,45.429126,30.220215
uafykf,-12.783972,45.314,38.689941
uagxoi,-12.831981,45.292294,37.537598
uahhon,-12.782513,45.492189,28.290039
uahwgo,-12.771141,45.447571,37.508789
uaiixj,-12.833524,45.356379,41.225098
uaimtg,-12.784911,45.441429,28.779785
uajmnp,-12.782073,45.434234,33.101074
uakhqr,-12.811571,45.332661,36.385254
uakwxp,-12.786396,45.290596,42.233398
ualwee,-12.829442,45.447837,27.915527
uamanu,-12.793738,45.437455,31.516602
uambkc,-12.829843,45.284378,38.92041
uamcgd,-12.792924,45.643008,37.652832
uamgle,-12.826941,45.430919,35.376953
uamoib,-12.755726,45.324139,39.266113
uanitx,-12.793286,45.379498,22.672363
uanuyz,-12.748236,45.290681,38.545898
uaokkj,-12.773094,45.59479,36.385254
uapfrw,-12.786624,45.408668,33.360352
uaqbnm,-12.806009,45.380914,38.286621
uaqrnk,-12.787,45.421987,41.743652
uaqtmf,-12.787742,45.444304,35.117676
uaqvnk,-12.780838,45.336685,36.932617
uaraiw,-12.824017,45.642982,22.557129
uardgp,-12.748497,45.428891,36.241211
uarxbd,-12.765558,45.294602,31.833496
uasrdn,-12.767915,45.41914,36.327637
uasrkk,-12.807862,45.431671,34.858398
uastkl,-12.781009,45.431716,39.698242
uaszud,-12.755303,45.290666,34.397461
uatybc,-12.803432,45.326558,31.977539
uatzqm,-12.780963,45.404359,37.163086
uaubxb,-12.809028,45.299186,34.512695
uaueov,-12.803948,45.414758,36.097168
uaugpw,-12.728969,45.37386,32.409668
uauycr,-12.66431,45.210633,15.297363
uavibz,-12.789843,45.432061,31.54541
uavpbs,-12.802094,45.623561,37.07666
uawshf,-12.833097,45.319295,32.78418
uawwzk,-12.778498,45.409043,32.870605
uaxepm,-12.789603,45.303188,31.54541
uaxgel,-12.74584,45.551268,40.850586
uaxisu,-12.800407,45.410444,36.097168
uaxumy,-12.72024,45.434697,34.973633
uaxygi,-12.747894,45.296081,32.006348
uaybpu,-12.759788,45.418794,33.129883
uayuvh,-12.774922,45.384572,21.980957
uayyba,-12.778869,45.419481,35.376953
uazdof,-12.829659,45.628576,34.483887
uazfcy,-12.749412,45.347187,23.882324
uazfzo,-12.781794,45.286647,9.535645
uazibr,-12.86652,45.433734,42.060547
uaziqc,-12.820783,45.345603,27.166504
uazlxb,-12.7884,45.414065,34.771973
uazpjw,-12.786879,45.354311,36.212402
uazqmq,-12.808198,45.42051,33.504395
ubahxx,-12.772536,45.43605,38.084961
ubaiob,-12.775141,45.315099,37.27832
ubbbis,-12.790888,45.42306,36.586914
ubbtjl,-12.805033,45.430236,31.055664
ubbwue,-12.838885,45.389853,34.397461
ubbxrc,-12.792302,45.423058,39.006836
ubcefr,-12.771374,45.376659,24.631348
ubckzm,-12.824034,45.664584,31.084473
ubcsko,-12.800492,45.273285,39.928711
ubdeuj,-12.78418,45.426311,34.944824
ubdgje,-12.775341,45.423087,34.858398
ubdhbq,-12.771037,45.385659,33.014648
ubdszq,-12.806608,45.324751,29.932129
ubdvfu,-12.762878,45.368037,27.627441
ubelav,-12.785919,45.409389,32.496094
ubeott,-12.783339,45.350718,35.175293
ubeqsg,-12.643318,45.154203,24.141602
ubevbe,-12.780886,45.361162,26.791992
ubfbtg,-12.791197,45.396781,27.627441
ubfdkg,-12.839301,45.426218,27.915527
ubfeqq,-12.831549,45.439913,31.891113
ubfhop,-12.80411,45.312877,37.681641
ubfqeo,-12.801109,45.407563,32.179199
ubgakb,-12.763647,45.40259,33.101074
ubgeux,-12.768643,45.432097,36.67334
ubggue,-12.783442,45.407594,30.969238
ubgxbn,-12.818838,45.445694,41.397949
ubhbuh,-12.752605,45.59913,38.401855
ubhgmc,-12.829032,45.412914,39.352539
ubhizd,-12.808196,45.41979,28.145996
ubhkhc,-12.823386,45.417244,35.895508
ubhluy,-12.765248,45.31512,40.850586
ubhptf,-12.801253,45.298483,39.986328
ubhumq,-12.738172,45.3832,42.492676
ubhyki,-12.80874,45.42825,24.559326
ubimev,-12.732879,45.387169,42.924805
ubivvd,-12.752355,45.411248,31.372559
ubjcdv,-12.874864,45.604769,25.322754
ubjjax,-12.73715,45.404437,38.430664
ubjphd,-12.796658,45.297413,36.961426
ubjpob,-12.792993,45.413697,33.533203
ubjqjj,-12.806349,45.640837,35.809082
ubjyky,-12.796587,45.45185,41.311523
ubkbvz,-12.789096,45.407584,33.38916
ubkhca,-12.820912,45.416888,38.344238
ubknye,-12.840668,45.398851,30.450684
ubkqjq,-12.817261,45.351371,37.422363
ubkvye,-12.841432,45.433415,35.520996
ublgrx,-12.844029,45.30883,41.974121
ubllun,-12.809432,45.323306,27.108887
ublobi,-12.787648,45.388148,23.76709
ublqev,-12.786265,45.405429,34.944824
ubltsd,-12.789123,45.424143,33.158691
ublwnv,-12.794787,45.430613,33.38916
ubmifk,-12.809257,45.420149,30.479492
ubmugm,-12.71576,45.305149,43.385742
ubnhmv,-12.789893,45.46446,35.63623
uboviw,-12.768613,45.414099,36.558105
ubovqd,-12.807999,45.313948,38.862793
ubpobi,-12.773369,45.312583,43.587402
ubpxmr,-12.911826,45.648852,5.747314
ubqcqa,-12.838873,45.663853,33.273926
ubqqzr,-12.836982,45.318207,41.397949
ubqtvk,-12.859662,45.352006,40.072754
ubrwrt,-12.743143,45.396868,26.590332
ubsbro,-12.816921,45.609146,35.981934
ubshju,-12.800823,45.448963,38.545898
ubsnlg,-12.827288,45.426958,32.755371
ubtema,-12.793772,45.459054,30.709961
ubtfur,-12.762236,45.404032,36.212402
ubtgrn,-12.749522,45.407654,31.487793
ubtybb,-12.758523,45.309735,37.595215
ubuheo,-12.806599,45.320431,40.418457
ubulfv,-12.780618,45.409039,32.409668
ubuwkx,-12.783989,45.321919,35.63623
ubvmfb,-12.789123,45.424143,32.640137
ubvzzu,-12.825087,45.379438,39.784668
ubwrap,-12.826847,45.64658,23.306152
ubxacq,-12.804676,45.427717,39.32373
ubxfcc,-12.840516,45.535312,11.581055
ubxgay,-12.786631,45.412988,30.594727
ubxrjr,-12.833135,45.338017,35.43457
ubxtzc,-12.814889,45.407178,40.389648
ubxupi,-12.825876,45.427681,39.784668
ubxwmp,-12.801792,45.393881,14.778809
ubxyoq,-12.794044,45.408295,29.29834
ubybqm,-12.745242,45.384627,39.035645
ubyhyz,-12.801949,45.293441,40.15918
ubyziv,-12.753265,45.330262,29.154297
ubzrms,-12.726685,45.291809,41.80127
ubzyhk,-12.757157,45.559893,36.586914
ucacsr,-12.766832,45.405824,31.977539
ucaytz,-12.812381,45.675033,18.84082
ucbipx,-12.809962,45.419427,39.986328
ucbkth,-12.83212,45.614532,32.323242
ucccay,-12.713841,45.410956,40.216797
uccdex,-12.820527,45.398528,39.698242
ucdgle,-12.800704,45.651642,36.500488
ucdprh,-12.75504,45.334218,36.788574
ucdrcc,-12.786954,45.395348,25.898926
ucdxzv,-12.759674,45.355445,26.791992
ucegwt,-12.793738,45.437455,42.694336
ucemdb,-12.802422,45.35212,28.088379
ucemwf,-12.812016,45.381262,30.594727
ucerae,-12.899638,45.378217,35.665039
uceuks,-12.784218,45.450069,34.944824
ucfcmu,-12.807252,45.29451,34.368652
ucffac,-12.764065,45.441823,32.323242
ucfklx,-12.804196,45.356077,40.447266
ucgmkj,-12.812446,45.425543,26.647949
ucgrpc,-12.819563,45.457213,42.319824
uchemi,-12.729908,45.312316,37.624023
uchmas,-12.720523,45.30172,9.348389
uchxuk,-12.806416,45.411513,38.430664
uchzgc,-12.780198,45.635819,39.208496
ucigvd,-12.814929,45.431659,31.516602
ucixey,-12.822306,45.405365,41.225098
ucjefd,-12.7341,45.289274,32.553711
ucjfct,-12.837867,45.413978,34.022949
ucjihx,-12.863581,45.631427,26.01416
uckcam,-12.813672,45.323297,39.093262
uckcnx,-12.847693,45.646203,5.243164
uckkol,-12.789707,45.355025,21.404785
uckmqj,-12.792313,45.430257,31.516602
uclako,-12.744387,45.308326,33.562012
ucmfqm,-12.755557,45.42456,38.891602
ucmifw,-12.658307,45.376873,1.526855
ucmkjk,-12.772137,45.408334,24.285645
ucmsra,-12.804951,45.660998,35.117676
ucnksg,-12.751286,45.405851,37.969727
ucnrca,-12.756561,45.391804,30.220215
ucojlo,-12.806351,45.643717,34.599121
ucomem,-12.776166,45.298178,39.95752
ucpctt,-12.893982,45.648686,29.29834
ucqhkh,-12.752267,45.362298,21.462402
ucqtsp,-12.790886,45.42162,44.307617
ucrfjh,-12.820288,45.470173,26.763184
ucrrqh,-12.803944,45.412598,28.606934
ucrsni,-12.82359,45.335517,21.347168
ucrvat,-12.804978,45.397116,27.598633
ucrwlq,-12.780481,45.334886,36.67334
ucsawk,-12.765663,45.584359,37.393555
ucskyo,-12.76775,45.329153,38.978027
ucsqrc,-12.805417,45.449316,31.660645
ucsuiy,-12.802241,45.451841,40.735352
uctkud,-12.777801,45.414803,23.248535
uctmtb,-12.794055,45.414775,30.277832
ucvcfd,-12.827654,45.434518,34.166992
ucvffu,-12.764873,45.304682,35.866699
ucvqcx,-12.828542,45.338387,36.558105
ucvuau,-12.842905,45.278948,37.739258
ucwakr,-12.798217,45.634724,41.196289
ucwfry,-12.813114,45.402501,22.787598
ucwhre,-12.864405,45.437338,30.018555
ucwibo,-12.813525,45.437422,31.862305
ucwjdy,-12.796274,45.283374,36.010742
ucxnfm,-12.851539,45.353823,39.698242
ucxucs,-12.809545,45.662075,35.665039
ucxyvk,-12.761037,45.329526,35.665039
ucyalb,-12.799171,45.316487,36.702148
ucydrn,-12.738887,45.387518,34.483887
ucyfnl,-12.634818,45.292014,46.353027
ucymdw,-12.850258,45.42872,33.129883
ucyquc,-12.807789,45.38847,27.829102
ucywps,-12.801382,45.617801,26.01416
uczdug,-12.835017,45.400302,21.001465
ucziiy,-12.857914,45.361732,30.998047
uczphs,-12.782391,45.412995,34.166992
uczsud,-12.830355,45.362506,37.508789
udajfn,-12.824278,45.326154,40.36084
udatcl,-12.775153,45.539354,40.36084
udbmqk,-12.846018,45.428727,39.12207
udcchr,-12.820887,45.402487,25.61084
udcnmm,-12.816512,45.329771,28.89502
udcpsz,-12.822278,45.389524,32.179199
udcroq,-12.816658,45.408975,18.23584
uddczp,-12.837807,45.379414,25.898926
uddjhw,-12.868174,45.368554,35.63623
uddmhg,-12.823333,45.673945,32.524902
udedhq,-12.809076,45.322226,38.084961
udeeln,-12.796199,45.429891,26.475098
udeqtm,-12.815847,45.351374,26.763184
udfcmk,-12.839254,45.398854,33.331543
udfjfb,-12.787675,45.403267,35.348145
udflcg,-12.809243,45.411508,34.166992
udfmhc,-12.792245,45.389939,34.397461
udfuzq,-12.798077,45.30029,34.656738
udgeav,-12.765581,45.305401,29.932129
udghlc,-12.793794,45.627708,14.908447
udgitw,-12.782734,45.406875,34.82959
udgjzl,-12.79243,45.303182,35.23291
udgsey,-12.754292,45.407825,19.373779
udgszz,-12.784178,45.424871,26.129395
udgtnv,-12.760813,45.398276,25.149902
udgvog,-12.712942,45.309474,36.010742
udhlia,-12.803594,45.414398,28.174805
udifne,-12.820585,45.43309,34.512695
udigfb,-12.787457,45.290954,33.101074
udigly,-12.75273,45.424565,42.579102
udjwlz,-12.834557,45.342335,34.62793
udkinn,-12.810338,45.432747,26.820801
udkpdp,-12.797374,45.301731,33.101074
udkvyc,-12.746374,45.426735,37.105469
udleck,-12.877048,45.391223,36.932617
udlggq,-12.779224,45.42056,34.080566
udlpoy,-12.793444,45.281941,38.661133
udlvhh,-12.798368,45.460847,30.508301
udlztv,-12.795275,45.311816,37.652832
udmcmk,-12.790966,45.473458,34.973633
udmtbn,-12.791767,45.419999,22.974854
udmygj,-12.762418,45.313686,40.043945
udnhmj,-12.749513,45.402615,36.27002
udnibu,-12.763629,45.392511,37.134277
udnkyw,-12.802107,45.372641,31.170898
udnobt,-12.834525,45.326493,38.084961
udntez,-12.727988,45.419569,44.595703
udofbe,-12.826508,45.666383,32.78418
udohfw,-12.779949,45.432078,32.58252
udpogn,-12.784577,45.454029,34.224609
udqiao,-12.814561,45.42266,23.882324
udqmuf,-12.78242,45.430274,40.504883
udqpkd,-12.826509,45.667823,31.516602
udqrri,-12.838405,45.323244,40.76416
udrfem,-12.782418,45.428834,39.928711
udrfvg,-12.806406,45.405753,35.780273
udrmdy,-12.810507,45.330863,38.084961
udrnrr,-12.880185,45.627451,30.018555
udrxdh,-12.838687,45.289039,38.200195
udryfd,-12.830709,45.362865,35.060059
udsjxt,-12.797865,45.371209,36.586914
udsrwy,-12.728675,45.407331,34.858398
udswmb,-12.868227,45.398081,34.887207
udtcuy,-12.81458,45.43418,22.614746
udtgor,-12.76108,45.351123,33.245117
udthsk,-12.759447,45.426353,28.722168
udtiwi,-12.783715,45.362597,33.360352
udttvi,-12.743158,45.405506,26.244629
udtvas,-12.792285,45.412978,29.327148
udtvja,-12.792214,45.37266,34.051758
udtwil,-12.840199,45.336563,36.702148
udtxan,-12.797656,45.457248,24.400879
uduagf,-12.759595,45.315132,35.319336
uducsi,-12.777164,45.45872,24.228027
udujtz,-12.765467,45.434622,35.319336
uduoxk,-12.775018,45.441445,35.751465
udvfpr,-12.762874,45.365877,32.524902
udvsiv,-12.853408,45.410351,24.228027
udvswz,-12.797535,45.384529,23.594238
udvwxz,-12.779982,45.452956,30.565918
udwbxa,-12.753044,45.401169,24.861816
udwduu,-12.797389,45.308931,37.825684
udxcsh,-12.807618,45.300629,36.47168
udxleb,-12.794111,45.450054,30.10498
udyhyb,-12.76645,45.388907,26.187012
udyomw,-12.762968,45.419148,35.002441
udyrdi,-12.85165,45.415755,36.47168
ueagii,-12.821297,45.436689,28.001953
ueajxg,-12.748507,45.43465,38.545898
uealjz,-12.762628,45.427428,41.657227
uebhjs,-12.811721,45.414744,32.697754
uebszh,-12.75675,45.3065,37.508789
uebwck,-12.776091,45.348393,26.143799
uebyhg,-12.800554,45.302084,33.129883
uecgzb,-12.834343,45.419745,36.039551
uedikr,-12.735753,45.414516,34.858398
uedjhz,-12.775538,45.336336,38.459473
uednxz,-12.798495,45.557325,33.734863
uedzvw,-12.826855,45.657381,24.458496
ueesoi,-12.780656,45.432077,29.989746
uefcab,-12.771022,45.37702,33.129883
uefewi,-12.772395,45.35542,42.463867
uefvwp,-12.776314,45.37305,23.882324
uegajh,-12.779346,45.501912,27.85791
ueglbb,-12.873464,45.619175,23.306152
uegorc,-12.834587,45.358177,47.764648
uegpfo,-12.820217,45.42409,31.891113
uegwuk,-12.797865,45.636524,36.846191
ueichz,-12.736129,45.427832,35.060059
ueiunn,-12.800444,45.432764,19.04248
ueiyxa,-12.790519,45.413341,33.216309
uejazn,-12.81014,45.324024,37.249512
uejuyu,-12.835962,45.338012,37.624023
uekffa,-12.802352,45.31684,38.344238
uekhrc,-12.814889,45.407178,35.43457
ueklwd,-12.825212,45.454324,33.043457
uekqtk,-12.817742,45.423014,39.352539
uelckn,-12.752704,45.408728,36.125977
ueldqf,-12.864176,45.312027,39.237305
uellpt,-12.81239,45.392422,30.450684
ueludr,-12.761581,45.434988,36.615723
uemcfw,-12.799144,45.303527,40.389648
uempmr,-12.832622,45.448192,34.685547
uemusx,-12.782178,45.300685,36.932617
uenqsd,-12.765806,45.425622,47.678223
ueoddm,-12.791848,45.365821,27.108887
ueolow,-12.846378,45.432687,32.063965
ueowci,-12.820916,45.419768,30.911621
uepneh,-12.763664,45.412668,30.73877
ueprzy,-12.75536,45.31802,39.352539
ueptyz,-12.759201,45.296056,34.771973
ueqplg,-12.704578,45.368509,41.541992
ueqrqa,-12.823398,45.424445,31.170898
ueqrvq,-12.837863,45.411818,39.669434
uergqw,-12.826563,45.415438,33.38916
ueroco,-12.757336,45.432116,35.405762
uerrvm,-12.734735,45.440071,36.442871
uertgb,-12.73402,45.435034,35.751465
ueruif,-12.731198,45.437918,37.595215
uerxxh,-12.818007,45.639027,33.59082
uerymf,-12.725541,45.435768,38.344238
uerzzz,-12.809158,45.363987,32.208008
uesoed,-12.797157,45.635085,36.615723
uessci,-12.799274,45.631483,39.266113
uesvhj,-12.757336,45.432116,35.693848
ueszpz,-12.790962,45.277986,36.154785
uetayr,-12.81773,45.415814,41.426758
uetdjb,-12.785499,45.637615,39.352539
uetgar,-12.877003,45.624933,26.532715
uethye,-12.816684,45.424096,28.088379
uetjio,-12.809187,45.655955,34.82959
uetsgw,-12.832944,45.428389,32.755371
uetuap,-12.76463,45.611356,32.524902
uetvtq,-12.848856,45.435923,32.208008
ueubyr,-12.772531,45.43317,31.631836
ueuefj,-12.760628,45.302532,35.63623
ueussr,-12.847427,45.425844,39.813477
uevkkc,-12.827266,45.413277,29.240723
uevmyb,-12.814861,45.391337,35.204102
uevqbs,-12.799206,45.333767,37.27832
uevrtr,-12.804606,45.386676,36.67334
uevtta,-12.787712,45.425585,36.442871
uevwnr,-12.815587,45.402137,45.517578
uevzna,-12.782759,45.421274,33.562012
uewguh,-12.80786,45.430231,41.426758
uewijg,-12.79551,45.440692,22.038574
uewjyg,-12.76284,45.587242,37.27832
uewrnr,-12.89107,45.332137,40.274414
uewuiz,-12.885568,45.414255,36.586914
uexacu,-12.807329,45.33195,37.998535
uexiwk,-12.794904,45.303537,32.899414
uexkvd,-12.800579,45.313604,38.891602
uexppr,-12.748734,45.616051,39.928711
uexzhw,-12.775196,45.57751,38.11377
ueycce,-12.75558,45.438957,35.319336
ueygcn,-12.750272,45.433567,41.974121
ueygpy,-12.857606,45.386578,30.508301
ueygyr,-12.73555,45.306546,40.504883
ueylmv,-12.806353,45.375513,30.018555
ueyoyq,-12.833018,45.281851,40.274414
ueyspz,-12.837208,45.443504,32.640137
ueyzvb,-12.81515,45.356415,33.331543
uezacr,-12.850506,45.367868,41.340332
uezjqc,-12.848558,45.278935,38.891602
ueznsd,-12.798345,45.445727,31.084473
uezrhh,-12.783457,45.416233,37.47998
uezzqr,-12.830483,45.435954,27.944336
ufaqot,-12.767778,45.34355,33.216309
ufaxoo,-12.812716,45.650192,35.924316
ufbbom,-12.8527,45.409632,36.212402
ufbdav,-12.870028,45.418604,37.27832
ufberg,-12.744071,45.326682,34.743164
ufbfaw,-12.786787,45.308234,35.924316
ufbgfg,-12.807294,45.31467,38.401855
ufbrgf,-12.944214,45.748062,17.141113
ufbyrv,-12.875151,45.322447,6.77002
ufbzja,-12.808707,45.314667,39.611816
ufcbrp,-12.756315,45.456953,42.291016
ufcdux,-12.775193,45.341016,33.360352
ufcfzs,-12.872607,45.288963,38.776367
ufckjf,-12.778483,45.400403,21.52002
ufckwj,-12.842988,45.317834,36.241211
ufcpcm,-12.862935,45.402772,34.051758
ufdnqx,-12.802283,45.284441,40.533691
ufdtyu,-12.797796,45.33521,35.43457
ufduyl,-12.754264,45.300386,39.093262
ufeaxx,-12.777677,45.34641,32.870605
ufesjy,-12.826085,45.346673,38.200195
uffadg,-12.854411,45.378302,34.743164
uffhvc,-12.757739,45.273743,32.121582
uffisf,-12.773575,45.42345,25.092285
uffylk,-12.829145,45.648199,19.719482
ufggti,-12.810613,45.387025,33.936523
ufgqfk,-12.813001,45.341299,27.108887
ufgyaw,-12.831998,45.300215,40.130371
ufhbog,-12.749894,45.418811,39.813477
ufhcmb,-12.75855,45.542614,38.891602
ufhlxp,-12.794803,45.440693,31.257324
ufhsbs,-12.845603,45.392361,42.838379
ufhwzm,-12.792798,45.310021,31.919922
ufieui,-12.809191,45.661715,35.809082
ufjbdp,-12.793661,45.391376,39.928711
ufjytb,-12.791259,45.433499,34.887207
ufkosw,-12.773947,45.434608,27.25293
ufkuep,-12.80321,45.396759,22.614746
uflbmt,-12.850887,45.663844,26.187012
ufleqk,-12.813504,45.424461,42.348633
uflgcd,-12.802146,45.394241,33.360352
ufnbri,-12.778459,45.386725,25.092285
ufnzwf,-12.756741,45.30218,36.817383
ufohid,-12.757895,45.34861,25.726074
ufooqm,-12.776052,45.425245,19.474609
ufqmih,-12.753072,45.417726,32.58252
ufqmyx,-12.810962,45.667834,31.631836
ufqubm,-12.794092,45.437814,32.755371
ufqwak,-12.764267,45.355076,35.981934
ufrlwr,-12.782066,45.429915,32.006348
ufrvfs,-12.755064,45.346456,25.495605
ufsgxv,-12.730509,45.448716,30.10498
ufskng,-12.779696,45.296731,41.282715
uftagn,-12.700344,45.371396,44.307617
uftipn,-12.776685,45.382768,38.891602
uftjbp,-12.806557,45.300271,37.883301
uftozl,-12.735478,45.273435,42.118164
uftpgt,-12.804541,45.351396,23.248535
ufubct,-12.796301,45.498289,26.705566
ufujtw,-12.812907,45.149411,22.067383
ufulay,-12.788066,45.425945,25.063477
ufurzu,-12.73866,45.464899,27.829102
ufustb,-12.790798,45.371223,25.985352
ufvmhq,-12.808273,45.468751,28.779785
ufvmol,-12.760127,45.410515,36.039551
ufvqam,-12.789433,45.398584,30.133789
ufvqpo,-12.823577,45.329036,37.134277
ufwbab,-12.841577,45.319277,43.155273
ufxgig,-12.777342,45.603425,37.307129
ufxzdd,-12.756146,45.272487,0.10083
ufzphq,-12.802532,45.41332,26.187012
